FR,TIM,EN,DC,TR,Name
1200.0,3531.62,219.145,245.098,8,sort
1200.0,3386.89,219.046,203.13,8,sort
1200.0,3125.54,259.993,151.341,8,sort
1200.0,3306.35,343.743,204.808,8,sort
1200.0,3146.57,283.925,223.411,8,sort
1200.0,3236.27,375.11,221.52,8,sort
1200.0,3154.14,363.111,216.08,8,sort
1200.0,3354.25,255.207,157.224,8,sort
1200.0,3101.57,193.905,211.905,8,sort
1200.0,3714.02,238.135,183.821,8,sort
1200.0,1905.42,136.921,146.749,16,sort
1200.0,1971.64,205.972,47.1865,16,sort
1200.0,1997.01,262.669,129.312,16,sort
1200.0,1975.9,231.102,27.6006,16,sort
1200.0,2032.05,266.392,122.251,16,sort
1200.0,2079.12,266.269,165.533,16,sort
1200.0,1889.99,200.192,41.7657,16,sort
1200.0,1949.67,238.704,130.759,16,sort
1200.0,1997.81,212.537,31.8456,16,sort
1200.0,1799.1,199.439,33.1386,32,sort
1200.0,1622.78,74.3069,132.555,32,sort
1200.0,1388.42,76.1715,66.9689,32,sort
1200.0,2298.42,152.794,160.158,32,sort
1200.0,1680.81,173.806,43.5275,32,sort
1200.0,1487.19,62.8701,130.529,32,sort
1200.0,1466.78,31.4076,26.4253,32,sort
1200.0,1933.39,227.685,100.002,16,sort
1200.0,1445.12,195.994,80.7292,32,sort
1200.0,1402.62,33.5013,33.1518,32,sort
1200.0,1407.89,29.8791,81.4992,32,sort
1300.0,18046.7,1728.46,900.225,1,sort
1300.0,17917.6,1762.21,914.931,1,sort
1300.0,17932.4,1993.1,1125.31,1,sort
1300.0,18091.8,1671.04,910.907,1,sort
1300.0,18242.4,2038.63,1112.18,1,sort
1300.0,18093.6,1306.39,755.933,1,sort
1300.0,18027.2,1826.04,890.586,1,sort
1300.0,18048.5,2024.19,1108.85,1,sort
1300.0,18069.6,1675.04,920.334,1,sort
1300.0,18264.7,1879.01,1156.96,1,sort
1300.0,9056.72,853.604,455.948,2,sort
1300.0,9518.97,1091.51,626.554,2,sort
1300.0,9083.67,836.766,418.646,2,sort
1300.0,9179.1,1071.93,566.81,2,sort
1300.0,9019.29,187.828,32.0059,2,sort
1300.0,9232.44,962.344,468.151,2,sort
1300.0,9161.04,954.933,515.53,2,sort
1300.0,9070.5,946.923,513.66,2,sort
1300.0,9511.28,578.864,308.952,2,sort
1300.0,9019.62,939.232,470.902,2,sort
1300.0,6773.38,644.979,415.461,4,sort
1300.0,5269.6,493.072,279.053,4,sort
1300.0,5343.01,552.011,239.639,4,sort
1300.0,5934.49,591.783,283.955,4,sort
1300.0,5725.64,452.627,364.768,4,sort
1300.0,6669.18,663.386,406.691,4,sort
1300.0,5500.93,445.548,261.378,4,sort
1300.0,6903.06,589.722,383.023,4,sort
1300.0,3329.38,114.307,65.8162,8,sort
1300.0,3198.63,391.306,193.623,8,sort
1300.0,2906.06,349.849,171.091,8,sort
1300.0,3135.89,147.782,152.877,8,sort
1300.0,2905.2,355.773,172.784,8,sort
1300.0,3133.29,310.178,150.517,8,sort
1300.0,3203.84,191.249,223.955,8,sort
1300.0,1812.92,230.657,146.009,16,sort
1300.0,1893.09,148.187,153.155,16,sort
1300.0,1903.99,260.475,58.2332,16,sort
1300.0,1730.05,173.194,57.1046,16,sort
1300.0,1813.63,105.327,54.091,16,sort
1300.0,1881.44,260.681,157.053,16,sort
1300.0,6263.37,569.553,310.586,4,sort
1300.0,1941.05,108.73,101.888,16,sort
1300.0,6383.26,588.157,349.055,4,sort
1300.0,1344.33,187.061,122.919,32,sort
1300.0,1371.4,192.648,31.0161,32,sort
1300.0,1431.85,16.4865,113.748,32,sort
1300.0,1042.92,155.538,12.6527,32,sort
1300.0,1545.76,222.148,86.6464,32,sort
1300.0,1303.97,86.8829,33.4047,32,sort
1300.0,1306.73,80.1505,93.0612,32,sort
1300.0,3106.83,374.348,156.222,8,sort
1300.0,3129.41,381.747,214.102,8,sort
1300.0,3190.58,383.69,127.758,8,sort
1300.0,1821.71,233.3,55.6727,16,sort
1300.0,1831.96,128.195,84.0483,16,sort
1300.0,1890.83,235.474,91.0935,16,sort
1300.0,1377.9,85.3107,59.5136,32,sort
1300.0,1315.75,189.649,125.872,32,sort
1300.0,1360.39,192.554,99.9338,32,sort
1400.0,16738.7,1595.15,942.443,1,sort
1400.0,16898.6,1669.47,974.249,1,sort
1400.0,16769.8,1703.03,1005.7,1,sort
1400.0,16916.5,1707.02,908.81,1,sort
1400.0,17049.3,1914.47,1192.25,1,sort
1400.0,16847.1,1725.62,931.114,1,sort
1400.0,16880,1607.67,997.369,1,sort
1400.0,16874.5,1869.23,1186.96,1,sort
1400.0,16913.3,1664.81,952.741,1,sort
1400.0,16852,1631,945.108,1,sort
1400.0,8483.16,749.285,503.14,2,sort
1400.0,8489.99,853.784,478.593,2,sort
1400.0,8483.92,892.255,435.061,2,sort
1400.0,8930.07,1001.77,501.607,2,sort
1400.0,8476.06,880.298,445.091,2,sort
1400.0,8636.15,1112.89,651.14,2,sort
1400.0,8447.04,895.786,478.42,2,sort
1400.0,8469.36,912.985,450.303,2,sort
1400.0,8461.98,798.415,469.913,2,sort
1400.0,9089.06,174.787,106.385,2,sort
1400.0,5747.97,538.169,337.444,4,sort
1400.0,6580.52,721.677,426.012,4,sort
1400.0,6543.94,619.064,300.628,4,sort
1400.0,5744.63,487.736,328.179,4,sort
1400.0,5401.55,611.84,367.302,4,sort
1400.0,5527.91,526.55,319.928,4,sort
1400.0,5048.29,569.707,266.353,4,sort
1400.0,6235.06,672.739,379.583,4,sort
1400.0,5254.79,588.962,363.948,4,sort
1400.0,2723.46,277.004,197.691,8,sort
1400.0,3079.19,328.396,196.884,8,sort
1400.0,3090.39,44.8495,16.5458,8,sort
1400.0,2969.29,347.111,207.086,8,sort
1400.0,3142.67,291.326,139.205,8,sort
1400.0,2709.28,127.562,205.101,8,sort
1400.0,3476.82,442.357,211.028,8,sort
1400.0,2979.7,312.648,160.104,8,sort
1400.0,2767.58,213.863,24.2236,8,sort
1400.0,1664.2,98.6574,130.665,16,sort
1400.0,1798.57,250.747,46.8914,16,sort
1400.0,1854.48,255.061,142.734,16,sort
1400.0,1702.39,187.354,137.778,16,sort
