number_of_trees,criterion,maximal_depth,apply_pruning,confidence,apply_prepruning,minimal_gain,minimal_leaf_size,minimal_size_for_split,number_of_prepruning_alternatives,random_splits,guess_subset_ratio,subset_ratio,voting_strategy,use_local_random_seed,local_random_seed,enable_parallel_execution,PREC_AT_99_REC
50,accuracy,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,50,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.4917
200,accuracy,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.4995
50,accuracy,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5005
200,accuracy,100,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5091
200,accuracy,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5125
500,accuracy,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5127
50,accuracy,100,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5277
200,accuracy,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5492
50,accuracy,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5514
200,accuracy,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5608
200,accuracy,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5608
500,accuracy,100,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5629
500,accuracy,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5635
500,accuracy,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5635
50,accuracy,100,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5638
50,accuracy,100,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5638
200,accuracy,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5661
200,accuracy,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5661
500,accuracy,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5673
500,accuracy,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5673
500,accuracy,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.5679
50,accuracy,100,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5884
50,accuracy,100,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5884
50,accuracy,100,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.5887
500,accuracy,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.6839
500,accuracy,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.6883
200,accuracy,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7051
50,accuracy,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.7509
500,accuracy,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.7543
50,accuracy,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7596
200,accuracy,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.7753
200,accuracy,100,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.7754
500,accuracy,100,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7756
200,accuracy,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7779
50,accuracy,100,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.833
50,accuracy,100,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.833
500,accuracy,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9482
500,accuracy,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9482
500,accuracy,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9482
500,accuracy,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9483
500,accuracy,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9483
500,accuracy,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9483
200,accuracy,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
500,accuracy,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
200,accuracy,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
500,accuracy,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
200,accuracy,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
500,accuracy,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
50,accuracy,100,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9539
50,accuracy,100,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9539
50,accuracy,100,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9539
50,accuracy,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9541
50,accuracy,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9541
50,accuracy,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9541
200,accuracy,100,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9542
200,accuracy,100,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9542
200,accuracy,100,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9542
50,accuracy,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
200,accuracy,100,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
50,accuracy,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
200,accuracy,100,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
50,accuracy,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
200,accuracy,100,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
50,accuracy,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,accuracy,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,100,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.3918
500,accuracy,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.4465
500,accuracy,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.4578
500,accuracy,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5089
200,accuracy,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5091
200,accuracy,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5125
500,accuracy,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5127
200,accuracy,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5222
50,accuracy,500,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5277
50,accuracy,500,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5429
200,accuracy,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5492
50,accuracy,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5514
200,accuracy,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5608
500,accuracy,500,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5629
500,accuracy,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5635
50,accuracy,500,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.5638
200,accuracy,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5661
500,accuracy,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5673
50,accuracy,500,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5884
50,accuracy,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.5994
50,accuracy,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6258
500,accuracy,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.6839
500,accuracy,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.7543
200,accuracy,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.7753
200,accuracy,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.7754
500,accuracy,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7756
200,accuracy,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7779
500,accuracy,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.7858
50,accuracy,500,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8292
50,accuracy,500,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.833
50,accuracy,500,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.833
200,accuracy,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8528
500,accuracy,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8579
50,accuracy,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9184
500,accuracy,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9482
500,accuracy,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9482
500,accuracy,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9482
500,accuracy,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9483
500,accuracy,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9483
500,accuracy,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9483
200,accuracy,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
500,accuracy,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
200,accuracy,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
200,accuracy,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
500,accuracy,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9537
50,accuracy,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9539
50,accuracy,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9539
50,accuracy,500,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9539
50,accuracy,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9541
50,accuracy,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9541
50,accuracy,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9541
200,accuracy,500,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9542
200,accuracy,500,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9542
200,accuracy,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9542
50,accuracy,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
200,accuracy,500,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
50,accuracy,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
200,accuracy,500,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
50,accuracy,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
200,accuracy,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9544
50,accuracy,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,accuracy,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,accuracy,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,accuracy,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6351
50,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6367
200,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6703
500,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.6927
500,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6976
200,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7028
50,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7125
200,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7164
50,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7309
50,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8414
500,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.886
200,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9083
200,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9096
50,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9323
500,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
200,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
200,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
50,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9557
200,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
50,gain_ratio,10,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5552
500,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6225
500,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6351
500,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6404
500,gain_ratio,20,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6538
200,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
200,gain_ratio,20,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6566
50,gain_ratio,20,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.665
200,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6703
50,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6965
50,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.7003
50,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7088
200,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7168
500,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7237
50,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.73
500,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8306
50,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.859
200,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8822
500,gain_ratio,20,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.888
500,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8887
200,gain_ratio,20,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9083
50,gain_ratio,20,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.916
200,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9226
50,gain_ratio,20,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9323
50,gain_ratio,20,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9372
200,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
200,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
500,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
500,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
200,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
200,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9547
50,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
50,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
50,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9551
200,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
500,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
50,gain_ratio,20,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9553
50,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9556
50,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9557
200,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,20,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9559
500,gain_ratio,20,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9559
