number_of_trees,criterion,maximal_depth,apply_pruning,confidence,apply_prepruning,minimal_gain,minimal_leaf_size,minimal_size_for_split,number_of_prepruning_alternatives,random_splits,guess_subset_ratio,subset_ratio,voting_strategy,use_local_random_seed,local_random_seed,enable_parallel_execution,PREC_AT_99_REC
50,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9557
200,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9558
200,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9559
500,gain_ratio,500,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9559
200,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,500,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9561
500,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9567
200,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9903
50,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9904
50,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9907
500,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9909
50,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9911
200,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9912
500,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9912
500,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9913
200,gain_ratio,500,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9915
50,gain_ratio,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,500,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.7999
50,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.955
200,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9559
500,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9567
50,gain_ratio,10,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.916
200,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8822
500,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8306
50,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8612
200,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
500,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9552
50,gain_ratio,10,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7301
200,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6478
500,gain_ratio,10,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6306
50,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
200,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
500,gain_ratio,10,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
50,gain_ratio,10,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6651
200,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6529
500,gain_ratio,10,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.652
50,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9548
200,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9545
500,gain_ratio,10,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9546
50,gain_ratio,10,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.7003
200,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6093
500,gain_ratio,10,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6225
50,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9556
200,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9558
500,gain_ratio,10,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9559
50,gain_ratio,10,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gain_ratio,10,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gain_ratio,10,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7125
200,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7028
500,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6976
50,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8387
200,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9098
500,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.8859
50,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7301
200,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6478
500,gain_ratio,10,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6306
500,gini_index,20,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5908
200,gini_index,20,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.5913
200,gini_index,20,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6166
500,gini_index,20,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6212
50,gini_index,20,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6305
200,gini_index,20,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.654
50,gini_index,20,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.656
200,gini_index,20,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6964
50,gini_index,20,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7058
200,gini_index,20,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7082
500,gini_index,20,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7419
500,gini_index,20,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7537
50,gini_index,20,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7658
500,gini_index,20,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7742
50,gini_index,20,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7863
500,gini_index,20,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.8178
200,gini_index,20,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.8186
50,gini_index,20,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.8208
50,gini_index,20,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.826
500,gini_index,20,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.85
500,gini_index,20,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8751
200,gini_index,20,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8993
500,gini_index,20,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9007
200,gini_index,20,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9009
200,gini_index,20,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9091
500,gini_index,20,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9104
500,gini_index,20,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
500,gini_index,20,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
200,gini_index,20,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
200,gini_index,20,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
500,gini_index,20,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
500,gini_index,20,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
50,gini_index,20,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,20,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,20,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
50,gini_index,20,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,20,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,20,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,20,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,20,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,20,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,20,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,20,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9157
500,gini_index,20,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
500,gini_index,20,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
50,gini_index,20,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9181
50,gini_index,20,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,20,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,20,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,20,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.936
50,gini_index,20,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
50,gini_index,20,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9799
200,gini_index,20,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9905
500,gini_index,20,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9912
50,gini_index,20,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9912
200,gini_index,20,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9912
50,gini_index,20,true,0.25,false,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9913
500,gini_index,20,true,0.25,false,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9913
500,gini_index,20,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9915
200,gini_index,20,true,0.25,false,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9923
50,gini_index,20,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,20,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,20,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,20,true,0.25,true,5,500,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.5908
200,gini_index,50,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.5983
200,gini_index,50,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.6166
500,gini_index,50,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.6212
200,gini_index,50,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.6353
200,gini_index,50,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.6364
50,gini_index,50,true,0.25,true,0.1,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.656
200,gini_index,50,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.6606
50,gini_index,50,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6877
200,gini_index,50,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6964
200,gini_index,50,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.6964
50,gini_index,50,true,0.25,true,0.1,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.704
50,gini_index,50,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7058
200,gini_index,50,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7082
500,gini_index,50,true,0.25,true,0.1,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.7419
500,gini_index,50,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7467
500,gini_index,50,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7537
500,gini_index,50,false,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7537
50,gini_index,50,true,0.25,true,0.1,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.7658
50,gini_index,50,true,0.25,true,0.1,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.7703
500,gini_index,50,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7742
500,gini_index,50,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7742
50,gini_index,50,true,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7863
50,gini_index,50,false,0.25,true,0.1,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.7863
50,gini_index,50,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.8196
200,gini_index,50,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.8214
500,gini_index,50,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.85
500,gini_index,50,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.8751
200,gini_index,50,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.8993
500,gini_index,50,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9007
500,gini_index,50,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9007
200,gini_index,50,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9009
200,gini_index,50,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9091
200,gini_index,50,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9091
500,gini_index,50,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9104
500,gini_index,50,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
500,gini_index,50,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9105
200,gini_index,50,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
200,gini_index,50,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
200,gini_index,50,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9108
500,gini_index,50,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9116
500,gini_index,50,true,0.25,true,0.5,2,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
500,gini_index,50,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9117
50,gini_index,50,true,0.25,true,0.5,2,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,50,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,50,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.913
50,gini_index,50,true,0.25,true,0.5,20,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
50,gini_index,50,true,0.25,true,0.5,500,4,3, false,true,0.3,confidence_vote, false,null,true,0.9134
200,gini_index,50,true,0.25,true,0.5,20,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,50,true,0.25,true,0.5,500,4,3, false,false,0.3,confidence_vote, false,null,true,0.9135
200,gini_index,50,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,50,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
200,gini_index,50,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9137
500,gini_index,50,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9157
500,gini_index,50,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
500,gini_index,50,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9159
50,gini_index,50,true,0.25,true,0.1,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9181
50,gini_index,50,true,0.25,true,0.5,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,50,true,0.25,true,0.5,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,50,true,0.25,true,0.5,500,4,3, false,false,0.8,confidence_vote, false,null,true,0.9199
50,gini_index,50,true,0.25,true,0.1,20,4,3, false,false,0.8,confidence_vote, false,null,true,0.936
50,gini_index,50,true,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
50,gini_index,50,false,0.25,true,0.1,2,4,3, false,false,0.8,confidence_vote, false,null,true,0.9376
50,gini_index,50,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,2,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,20,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,500,4,3, false,false,0.3,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,2,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,20,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,500,4,3, false,false,0.8,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
200,gini_index,50,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
500,gini_index,50,true,0.25,true,5,2,4,3, false,true,0.3,confidence_vote, false,null,true,NA
50,gini_index,50,true,0.25,true,5,20,4,3, false,true,0.3,confidence_vote, false,null,true,NA
