FR,TIM,EN,DC,TR,Name
2901.0,74337.6,9809.81,6201.74,1,decrypt
2901.0,73400.3,9434.56,6086.36,1,decrypt
2901.0,73245.6,9425.91,6105.45,1,decrypt
2901.0,73289.1,9406.77,6134.98,1,decrypt
2901.0,73108.8,9384.89,6067.13,1,decrypt
2901.0,73545.4,9578.68,6054.89,1,decrypt
2901.0,73432.3,9554.6,6210.9,1,decrypt
2901.0,73490.7,9582.5,6208.79,1,decrypt
2901.0,73764.1,9609.81,6192.83,1,decrypt
2901.0,73464.8,9450.84,6149.88,1,decrypt
2901.0,94453.2,10881.7,6616.87,2,decrypt
2901.0,37814.7,6452.49,4573.61,2,decrypt
2901.0,47952.8,5577.64,3387.41,2,decrypt
2901.0,37706.3,6276.62,4669.07,2,decrypt
2901.0,47916.6,5668.35,3549.72,2,decrypt
2901.0,115575,11263.1,6103.94,2,decrypt
2901.0,37796.9,6779.78,4852.98,2,decrypt
2901.0,66866,7261.65,4297.41,2,decrypt
2901.0,70723,7595.89,4429.66,2,decrypt
2901.0,37135.6,6455.3,4582.67,2,decrypt
2901.0,56838,5806.67,3306.54,4,decrypt
2901.0,57721.5,6177.54,3603.92,4,decrypt
2901.0,23987.4,3249.31,2263.26,4,decrypt
2901.0,57706.4,5897.22,3315.51,4,decrypt
2901.0,24107.4,3552.2,2371.35,4,decrypt
2901.0,23950.6,3609.26,2492.76,4,decrypt
2901.0,56576.1,6222.36,3675.4,4,decrypt
2901.0,57695.2,6183.34,3650.73,4,decrypt
2901.0,57367.5,5818.15,3359.99,4,decrypt
2901.0,23964.6,3516.27,2360.28,4,decrypt
2901.0,28716.8,3351.5,2184.41,8,decrypt
2901.0,26653.9,3315.76,2074.62,8,decrypt
2901.0,24278.9,3102.88,1987.03,8,decrypt
2901.0,28420.2,3195.29,1863.59,8,decrypt
2901.0,11982,2109.83,1447.89,8,decrypt
2901.0,23705.5,3095.1,2048.51,8,decrypt
2901.0,27786.7,3308.29,2099.59,8,decrypt
2901.0,28390.6,3494.55,2215.69,8,decrypt
2901.0,28654.7,3280.64,1970.03,8,decrypt
2901.0,26582.8,3325.15,2155.13,8,decrypt
2901.0,14491.6,2185.01,1485.42,16,decrypt
2901.0,14189.8,2064.32,1544.28,16,decrypt
2901.0,13209.8,2182.82,1509.81,16,decrypt
2901.0,12289.7,2167.05,1491.8,16,decrypt
2901.0,14190.5,2342.12,1645.17,16,decrypt
2901.0,13149.3,2049.94,1461.19,16,decrypt
2901.0,12966.8,1981.16,1368.38,16,decrypt
2901.0,13564.1,2050.04,1550.61,16,decrypt
2901.0,14103.9,2006.23,1448.75,16,decrypt
2901.0,13006.2,2061.19,1506.32,16,decrypt
2901.0,4228.59,1220.04,748.693,32,decrypt
2901.0,4256.99,650.156,744.059,32,decrypt
2901.0,4243.96,773.357,723.887,32,decrypt
2901.0,4303.03,688.598,765.122,32,decrypt
2901.0,4301.08,892.191,817.977,32,decrypt
2901.0,4269.62,1146.97,599.437,32,decrypt
2901.0,4313.62,887.532,882.049,32,decrypt
2901.0,4266.6,666.393,592.457,32,decrypt
2901.0,4283.01,765.393,801.909,32,decrypt
2901.0,4247.77,972.386,611.856,32,decrypt
1200.0,232247,21695.8,11294.3,1,decrypt
1200.0,231412,20162.9,11300.3,1,decrypt
1200.0,231384,21472.9,11295.3,1,decrypt
1200.0,231544,21588.4,11343,1,decrypt
1200.0,231682,21614.8,11442.3,1,decrypt
1200.0,231834,21614.3,11202.6,1,decrypt
1200.0,231642,21588.1,11079.1,1,decrypt
1200.0,231822,21629,10931.4,1,decrypt
1200.0,231653,21551.6,10833.9,1,decrypt
1200.0,231398,21453.1,10778.1,1,decrypt
1200.0,115825,11193.4,5996.09,2,decrypt
1200.0,115805,11292.1,5918.07,2,decrypt
1200.0,115821,11217.4,6048.56,2,decrypt
1200.0,115721,11254.6,6030.12,2,decrypt
1200.0,115793,11251.2,6075.09,2,decrypt
1200.0,115780,11145.6,6109.46,2,decrypt
1200.0,115835,11284.5,6131.68,2,decrypt
1200.0,115805,11210.1,6112.04,2,decrypt
1200.0,115789,11267.3,6074.36,2,decrypt
1200.0,115780,11191,6136.73,2,decrypt
1200.0,57872.3,5784.97,3264.7,4,decrypt
1200.0,58108.2,5884.87,3251.12,4,decrypt
1200.0,57902.4,5798.59,3272.33,4,decrypt
1200.0,57882,5835.28,3268.93,4,decrypt
1200.0,57873.8,5827.37,3294.37,4,decrypt
1200.0,57919,5722.3,3296.25,4,decrypt
1200.0,57872,5778.05,3273.78,4,decrypt
1200.0,57882.3,5861.19,3286.76,4,decrypt
1200.0,57879.7,5847,3293.76,4,decrypt
1200.0,57865.9,5864.98,3325.98,4,decrypt
1200.0,28985,3185.07,1948.92,8,decrypt
1200.0,28984.2,3173.94,1903.46,8,decrypt
1200.0,28964.1,3124.69,1930.93,8,decrypt
1200.0,28952.1,3108.02,1913.42,8,decrypt
1200.0,28983.2,3181.73,1909,8,decrypt
1200.0,28963.6,3204.86,1895.19,8,decrypt
1200.0,28963.4,3162.44,1860.32,8,decrypt
1200.0,28973.3,3048.69,1903.14,8,decrypt
1200.0,28951.7,3211.85,1921.3,8,decrypt
1200.0,28981.2,3117.92,1889.04,8,decrypt
1200.0,15009.5,1891.06,1191.96,16,decrypt
1200.0,14887.4,1840.61,1195.53,16,decrypt
1200.0,18772.2,2161.42,1348.44,16,decrypt
1200.0,14941.7,1750.21,1146.45,16,decrypt
1200.0,14904.4,1729.46,1150.76,16,decrypt
1200.0,14963.8,1725.24,1188.16,16,decrypt
1200.0,16511,2027.17,1228.89,16,decrypt
1200.0,18783.4,2125.52,1361.12,16,decrypt
1200.0,14817.6,1817.18,1155.43,16,decrypt
1200.0,16688.7,1901.7,1273.47,16,decrypt
1200.0,10229.3,1166.93,792.476,32,decrypt
1200.0,10178,1150.98,827.964,32,decrypt
1200.0,10167.4,1227.61,791.1,32,decrypt
1200.0,10179.7,1155.8,852.411,32,decrypt
1200.0,10179.1,1116.63,801.951,32,decrypt
1200.0,10253.2,1207.35,833.081,32,decrypt
