FR,TR,Name,REP,START,END,TIM,EN
1200.0,16,16,2,1405165624.692936659,1405165651.821532428,27.128595769,2634.812044
1200.0,16,16,3,1405165652.616374218,1405165679.465006124,26.848631906,2612.555331
1200.0,16,16,4,1405165680.459333625,1405165706.788544266,26.329210641,2552.266944
1200.0,16,16,5,1405165708.386691506,1405165734.928533134,26.541841628,2581.185795
1200.0,16,16,6,1405165736.526160334,1405165763.280464793,26.754304459,2591.711368
1200.0,16,16,7,1405165764.876034359,1405165791.214464828,26.338430469,2554.405838
1200.0,16,16,8,1405165792.810374056,1405165818.864378281,26.054004225,2530.693838
1200.0,32,16,2,1405171058.583657505,1405171085.859958908,27.276301403,2659.689294
1200.0,32,16,3,1405171086.657541705,1405171113.757256270,27.099714565,2680.231692
1200.0,32,16,4,1405171114.556256972,1405171145.069004675,30.512747703,3008.208685
1200.0,32,16,5,1405171146.685556549,1405171177.513416209,30.827859660,3036.361449
1200.0,32,16,6,1405171178.320600195,1405171206.403808012,28.083207817,2775.132057
1200.0,32,16,7,1405171209.004402528,1405171239.902839793,30.898437265,3036.762787
1200.0,32,16,8,1405171240.731712848,1405171273.023759464,32.292046616,3183.362732
1300.0,16,16,2,1405190160.434250383,1405190184.939047942,24.504797559,2403.332439
1300.0,16,16,3,1405190186.573729223,1405190211.449057165,24.875327942,2433.509812
1300.0,16,16,4,1405190212.230875081,1405190236.975471955,24.744596874,2431.448991
1300.0,16,16,5,1405190238.565503967,1405190263.792128898,25.226624931,2466.79654
1300.0,16,16,6,1405190264.575654944,1405190290.057175145,25.481520201,2510.457278
1300.0,16,16,7,1405190290.840710404,1405190317.422362281,26.581651877,2621.700851
1300.0,16,16,8,1405190318.207868196,1405190342.881747135,24.673878939,2416.808596
1300.0,32,16,2,1405195198.873440451,1405195228.720559185,29.847118734,2978.225977
1300.0,32,16,3,1405195230.308668027,1405195256.583022705,26.274354678,2619.539013
1300.0,32,16,4,1405195259.227785639,1405195284.316052246,25.088266607,2467.750072
1300.0,32,16,5,1405195286.930217503,1405195313.377494125,26.447276622,2619.734256
1300.0,32,16,6,1405195314.247262580,1405195344.714894784,30.467632204,3036.393878
1300.0,32,16,7,1405195346.304579522,1405195379.011757609,32.707178087,3258.92432
1300.0,32,16,8,1405195380.636941883,1405195410.235199574,29.598257691,2955.746632
1400.0,16,16,2,1405212990.770028102,1405213014.665455785,23.895427683,2368.778465
1400.0,16,16,3,1405213016.243698871,1405213040.105515745,23.861816874,2353.643791
1400.0,16,16,4,1405213042.691970722,1405213066.431924625,23.739953903,2349.693111
1400.0,16,16,5,1405213069.051870260,1405213092.847259484,23.795389224,2347.828831
1400.0,16,16,6,1405213094.426715355,1405213117.870341697,23.443626342,2314.592073
1400.0,16,16,7,1405213118.669216095,1405213142.449010522,23.779794427,2346.934431
1400.0,16,16,8,1405213145.042042688,1405213169.442637060,24.400594372,2416.698622
1400.0,32,16,2,1405217758.835958994,1405217782.795214748,23.959255754,2372.106068
1400.0,32,16,3,1405217784.375006522,1405217808.680609508,24.305602986,2413.157187
1400.0,32,16,4,1405217811.264476414,1405217834.758149333,23.493672919,2330.289826
1400.0,32,16,5,1405217836.338304186,1405217860.135902023,23.797597837,2379.301477
1400.0,32,16,6,1405217862.757062782,1405217886.472812069,23.715749287,2376.792909
1400.0,32,16,7,1405217889.053433927,1405217914.063743881,25.010309954,2479.439733
1400.0,32,16,8,1405217914.836018936,1405217938.112305378,23.276286442,2345.045524
1600.0,16,16,2,1405234313.026025724,1405234334.396769085,21.370743361,2151.772278
1600.0,16,16,3,1405234336.996173138,1405234358.277151805,21.280978667,2146.442479
1600.0,16,16,4,1405234360.841925133,1405234384.043348515,23.201423382,2347.377661
1600.0,16,16,5,1405234384.799173510,1405234405.938031597,21.138858087,2129.133801
1600.0,16,16,6,1405234406.693030196,1405234427.707231421,21.014201225,2123.110243
1600.0,16,16,7,1405234428.464494970,1405234450.061540860,21.597045890,2179.902728
1600.0,16,16,8,1405234450.815108179,1405234471.907529384,21.092421205,2132.604596
1600.0,32,16,2,1405238643.052307490,1405238666.506277102,23.453969612,2407.913526
1600.0,32,16,3,1405238669.088933332,1405238692.224401523,23.135468191,2374.871046
1600.0,32,16,4,1405238694.825281054,1405238719.735813322,24.910532268,2564.831157
1600.0,32,16,5,1405238720.493481451,1405238742.416793304,21.923311853,2236.239582
1600.0,32,16,6,1405238744.982675962,1405238770.711282830,25.728606868,2630.836151
1600.0,32,16,7,1405238772.274298625,1405238794.040999654,21.766701029,2240.904168
1600.0,32,16,8,1405238794.802155969,1405238815.808245772,21.006089803,2120.167578
1700.0,16,16,2,1405253648.710835040,1405253671.042890072,22.332055032,2275.689138
1700.0,16,16,3,1405253672.597733975,1405253692.686016481,20.088282506,2046.76236
