laplace_correction,estimation_mode,bandwidth_selection,bandwidth,minimum_bandwidth,number_of_kernels,use_application_grid,application_grid_size,PREC_AT_99_REC
True,full,heuristic,1000,100,1,True,200,0.2611
True,full,heuristic,1000,100,1,True,1000,0.2446
True,full,heuristic,1000,100,1,True,10000,0.2437
True,full,heuristic,1000,100,1,False,10,0.2434
True,full,heuristic,1000,100,1,False,200,0.2434
True,full,heuristic,1000,100,1,False,1000,0.2434
True,full,heuristic,1000,100,1,False,10000,0.2434
True,full,heuristic,1000,100,4,True,10,0.2434
True,full,heuristic,0.001,100,1,True,10,0.2434
True,full,heuristic,1000,100,4,True,1000,0.2446
True,full,heuristic,1000,100,4,True,10000,0.2437
True,full,heuristic,1000,100,4,False,10,0.2434
True,full,heuristic,1000,100,4,False,200,0.2434
True,full,heuristic,1000,100,4,False,1000,0.2434
True,full,heuristic,1000,100,4,False,10000,0.2434
True,full,heuristic,1000,100,50,True,10,0.2434
True,full,heuristic,1000,100,50,True,200,0.2611
True,full,heuristic,1000,100,50,True,1000,0.2446
True,full,heuristic,0.001,100,1,True,200,0.2611
True,full,heuristic,1000,100,50,True,10000,0.2437
True,full,heuristic,1000,100,50,False,10,0.2434
True,full,heuristic,1000,100,50,False,200,0.2434
True,full,heuristic,1000,100,50,False,1000,0.2434
True,full,heuristic,1000,100,50,False,10000,0.2434
True,full,heuristic,1000,100,100,True,10,0.2434
True,full,heuristic,1000,100,100,True,200,0.2611
True,full,heuristic,1000,100,100,True,1000,0.2446
True,full,heuristic,1000,100,100,True,10000,0.2437
True,full,heuristic,1000,100,100,False,10,0.2434
True,full,heuristic,0.001,100,1,True,1000,0.2446
True,full,heuristic,1000,100,100,False,200,0.2434
True,full,heuristic,1000,100,100,False,1000,0.2434
True,full,heuristic,1000,100,100,False,10000,0.2434
True,full,heuristic,1000,100,1000,True,10,0.2434
True,full,heuristic,1000,100,1000,True,200,0.2611
True,full,heuristic,1000,100,1000,True,1000,0.2446
True,full,heuristic,1000,100,1000,True,10000,0.2437
True,full,heuristic,1000,100,1000,False,10,0.2434
True,full,heuristic,1000,100,1000,False,200,0.2434
True,full,heuristic,0.001,100,1,True,10000,0.2437
True,full,heuristic,1000,100,1000,False,10000,0.2434
True,full,heuristic,1000,1000,1,True,10000,0.2437
True,full,heuristic,1000,1000,1,False,200,0.2434
True,full,heuristic,1000,1000,1,False,1000,0.2434
True,full,heuristic,1000,1000,1,False,10000,0.2434
True,full,heuristic,1000,1000,4,True,10,0.2434
True,full,heuristic,0.001,100,1,False,10,0.2434
True,full,heuristic,1000,1000,4,True,200,0.2611
True,full,heuristic,1000,1000,4,True,1000,0.2446
True,full,heuristic,1000,1000,4,True,10000,0.2437
True,full,heuristic,1000,1000,4,False,10,0.2434
True,full,heuristic,1000,1000,4,False,200,0.2434
True,full,heuristic,1000,1000,4,False,1000,0.2434
True,full,heuristic,1000,1000,4,False,10000,0.2434
True,full,heuristic,1000,1000,50,True,10,0.2434
True,full,heuristic,1000,1000,50,True,200,0.2611
True,full,heuristic,1000,1000,50,True,1000,0.2446
True,full,heuristic,0.001,100,1,False,200,0.2434
True,full,heuristic,1000,1000,50,True,10000,0.2437
True,full,heuristic,1000,1000,50,False,10,0.2434
True,full,heuristic,1000,1000,50,False,200,0.2434
True,full,heuristic,1000,1000,50,False,1000,0.2434
True,full,heuristic,1000,1000,100,True,10,0.2434
True,full,heuristic,1000,1000,100,False,10,0.2434
True,full,heuristic,0.001,100,1,False,1000,0.2434
True,full,heuristic,1000,1000,1000,False,10,0.2434
True,full,heuristic,1000,1000,1000,False,200,0.2434
True,full,heuristic,1000,1000,1000,False,1000,0.2434
True,full,heuristic,0.001,100,1,False,10000,0.2434
True,full,heuristic,1000,1000,1000,False,10000,0.2434
True,full,fix,0.001,0.001,1,True,10,0.1254
True,full,fix,0.001,0.001,1,True,200,0.5734
True,full,fix,0.001,0.001,1,True,1000,0.0694
True,full,fix,0.001,0.001,1,True,10000,0.1234
True,full,fix,0.001,0.001,1,False,10,0.1254
True,full,fix,0.001,0.001,1,False,200,0.1254
True,full,fix,0.001,0.001,1,False,1000,0.1254
True,full,fix,0.001,0.001,1,False,10000,0.1254
True,full,fix,0.001,0.001,4,True,10,0.1254
True,full,heuristic,0.001,100,4,True,10,0.2434
True,full,fix,0.001,0.001,4,True,200,0.5734
True,full,fix,0.001,0.001,4,True,1000,0.0694
True,full,fix,0.001,0.001,4,True,10000,0.1234
True,full,fix,0.001,0.001,4,False,10,0.1254
True,full,fix,0.001,0.001,4,False,200,0.1254
True,full,fix,0.001,0.001,4,False,1000,0.1254
True,full,fix,0.001,0.001,4,False,10000,0.1254
True,full,fix,0.001,0.001,50,True,10,0.1254
True,full,fix,0.001,0.001,50,True,200,0.5734
True,full,fix,0.001,0.001,50,True,1000,0.0694
True,full,heuristic,0.001,0.001,50,True,10,0.2434
True,full,heuristic,0.001,100,4,True,200,0.2611
True,full,fix,0.001,0.001,50,True,10000,0.1234
True,full,fix,0.001,0.001,50,False,10,0.1254
True,full,fix,0.001,0.001,50,False,200,0.1254
True,full,fix,0.001,0.001,50,False,1000,0.1254
True,full,fix,0.001,0.001,50,False,10000,0.1254
True,full,fix,0.001,0.001,100,True,10,0.1254
True,full,fix,0.001,0.001,100,True,200,0.5734
True,full,fix,0.001,0.001,100,True,1000,0.0694
True,full,fix,0.001,0.001,100,True,10000,0.1234
True,full,fix,0.001,0.001,100,False,10,0.1254
True,full,heuristic,0.001,100,4,True,1000,0.2446
True,full,fix,0.001,0.001,100,False,200,0.1254
True,full,fix,0.001,0.001,100,False,1000,0.1254
True,full,fix,0.001,0.001,100,False,10000,0.1254
True,full,fix,0.001,0.001,1000,True,10,0.1254
True,full,fix,0.001,0.001,1000,True,200,0.5734
True,full,fix,0.001,0.001,1000,True,1000,0.0694
True,full,fix,0.001,0.001,1000,True,10000,0.1234
True,full,fix,0.001,0.001,1000,False,10,0.1254
True,full,fix,0.001,0.001,1000,False,200,0.1254
True,full,fix,0.001,0.001,1000,False,1000,0.1254
True,full,heuristic,0.001,100,4,True,10000,0.2437
True,full,fix,0.001,0.001,1000,False,10000,0.1254
True,full,fix,0.001,0.5,1,True,10,0.1254
True,full,fix,0.001,0.5,1,True,200,0.5734
True,full,fix,0.001,0.5,1,True,1000,0.0694
True,full,fix,0.001,0.5,1,True,10000,0.1234
True,full,fix,0.001,0.5,1,False,10,0.1254
True,full,fix,0.001,0.5,1,False,200,0.1254
True,full,fix,0.001,0.5,1,False,1000,0.1254
True,full,fix,0.001,0.5,1,False,10000,0.1254
True,full,fix,0.001,0.5,4,True,10,0.1254
True,full,heuristic,0.001,100,4,False,10,0.2434
True,full,fix,0.001,0.5,4,True,200,0.5734
True,full,fix,0.001,0.5,4,True,1000,0.0694
True,full,fix,0.001,0.5,4,True,10000,0.1234
True,full,fix,0.001,0.5,4,False,10,0.1254
True,full,fix,0.001,0.5,4,False,200,0.1254
True,full,fix,0.001,0.5,4,False,1000,0.1254
True,full,fix,0.001,0.5,4,False,10000,0.1254
True,full,fix,0.001,0.5,50,True,200,0.5734
True,full,fix,0.001,0.5,50,True,1000,0.0694
True,full,heuristic,0.001,100,4,False,200,0.2434
True,full,fix,0.001,0.5,50,True,10000,0.1234
True,full,fix,0.001,0.5,50,False,10,0.1254
True,full,fix,0.001,0.5,50,False,200,0.1254
True,full,fix,0.001,0.5,50,False,1000,0.1254
True,full,fix,0.001,0.5,50,False,10000,0.1254
True,full,fix,0.001,0.5,100,True,10,0.1254
True,full,fix,0.001,0.5,100,True,200,0.5734
True,full,fix,0.001,0.5,100,True,1000,0.0694
True,full,fix,0.001,0.5,100,True,10000,0.1234
True,full,fix,0.001,0.5,100,False,10,0.1254
True,full,heuristic,0.001,100,4,False,1000,0.2434
True,full,fix,0.001,0.5,100,False,200,0.1254
True,full,fix,0.001,0.5,100,False,1000,0.1254
True,full,fix,0.001,0.5,100,False,10000,0.1254
True,full,fix,0.001,0.5,1000,True,10,0.1254
True,full,fix,0.001,0.5,1000,True,200,0.5734
True,full,fix,0.001,0.5,1000,True,1000,0.0694
True,full,fix,0.001,0.5,1000,True,10000,0.1234
True,full,fix,0.001,0.5,1000,False,10,0.1254
True,full,fix,0.001,0.5,1000,False,200,0.1254
True,full,fix,0.001,0.5,1000,False,1000,0.1254
True,full,heuristic,0.001,100,4,False,10000,0.2434
True,full,fix,0.001,0.5,1000,False,10000,0.1254
True,full,fix,0.001,5,1,True,10,0.1254
True,full,fix,0.001,5,1,True,200,0.5734
True,full,fix,0.001,5,1,True,1000,0.0694
True,full,fix,0.001,5,1,True,10000,0.1234
True,full,fix,0.001,5,1,False,10,0.1254
True,full,fix,0.001,5,1,False,200,0.1254
True,full,fix,0.001,5,1,False,1000,0.1254
True,full,fix,0.001,5,1,False,10000,0.1254
True,full,fix,0.001,5,4,True,10,0.1254
True,full,heuristic,0.001,100,50,True,10,0.2434
True,full,fix,0.001,5,4,True,200,0.5734
True,full,fix,0.001,5,4,True,1000,0.0694
True,full,fix,0.001,5,4,True,10000,0.1234
True,full,fix,0.001,5,4,False,10,0.1254
True,full,fix,0.001,5,4,False,200,0.1254
True,full,fix,0.001,5,4,False,1000,0.1254
True,full,fix,0.001,5,50,True,200,0.5734
True,full,fix,0.001,5,50,True,1000,0.0694
True,full,heuristic,0.001,100,50,True,200,0.2611
True,full,fix,0.001,5,50,True,10000,0.1234
True,full,fix,0.001,5,50,False,10,0.1254
True,full,fix,0.001,5,50,False,200,0.1254
True,full,fix,0.001,5,50,False,1000,0.1254
True,full,fix,0.001,5,50,False,10000,0.1254
True,full,fix,0.001,5,100,True,10,0.1254
True,full,fix,0.001,5,100,True,200,0.5734
True,full,fix,0.001,5,100,True,1000,0.0694
True,full,fix,0.001,5,100,True,10000,0.1234
True,full,fix,0.001,5,100,False,10,0.1254
True,full,heuristic,0.001,100,50,True,1000,0.2446
True,full,fix,0.001,5,100,False,200,0.1254
True,full,fix,0.001,5,100,False,1000,0.1254
True,full,fix,0.001,5,100,False,10000,0.1254
True,full,fix,0.001,5,1000,True,10,0.1254
True,full,fix,0.001,5,1000,True,200,0.5734
True,full,fix,0.001,5,1000,True,1000,0.0694
True,full,fix,0.001,5,1000,True,10000,0.1234
True,full,fix,0.001,5,1000,False,10,0.1254
True,full,fix,0.001,5,1000,False,1000,0.1254
True,full,heuristic,0.001,0.001,50,True,200,0.2611
True,full,heuristic,0.001,100,50,True,10000,0.2437
True,full,fix,0.001,5,1000,False,10000,0.1254
True,full,fix,0.001,50,1,True,10,0.1254
True,full,fix,0.001,50,1,True,200,0.5734
True,full,fix,0.001,50,1,True,1000,0.0694
True,full,fix,0.001,50,1,True,10000,0.1234
True,full,fix,0.001,50,1,False,10,0.1254
True,full,fix,0.001,50,1,False,200,0.1254
True,full,fix,0.001,50,1,False,1000,0.1254
True,full,fix,0.001,50,1,False,10000,0.1254
True,full,fix,0.001,50,4,True,10,0.1254
True,full,heuristic,0.001,100,50,False,10,0.2434
True,full,fix,0.001,50,4,True,200,0.5734
True,full,fix,0.001,50,4,True,1000,0.0694
True,full,fix,0.001,50,4,True,10000,0.1234
True,full,fix,0.001,50,4,False,10,0.1254
True,full,fix,0.001,50,4,False,200,0.1254
True,full,fix,0.001,50,4,False,1000,0.1254
True,full,fix,0.001,50,4,False,10000,0.1254
True,full,fix,0.001,50,50,True,10,0.1254
True,full,fix,0.001,50,50,True,200,0.5734
True,full,fix,0.001,50,50,True,1000,0.0694
True,full,heuristic,0.001,100,50,False,200,0.2434
True,full,fix,0.001,50,50,True,10000,0.1234
True,full,fix,0.001,50,50,False,200,0.1254
True,full,fix,0.001,50,50,False,1000,0.1254
True,full,fix,0.001,50,50,False,10000,0.1254
True,full,fix,0.001,50,100,True,10,0.1254
True,full,fix,0.001,50,100,True,200,0.5734
True,full,fix,0.001,50,100,True,1000,0.0694
True,full,fix,0.001,50,100,True,10000,0.1234
True,full,fix,0.001,50,100,False,10,0.1254
True,full,heuristic,0.001,100,50,False,1000,0.2434
True,full,fix,0.001,50,100,False,200,0.1254
True,full,fix,0.001,50,100,False,1000,0.1254
True,full,fix,0.001,50,100,False,10000,0.1254
True,full,fix,0.001,50,1000,True,10,0.1254
True,full,fix,0.001,50,1000,True,200,0.5734
True,full,fix,0.001,50,1000,True,1000,0.0694
True,full,fix,0.001,50,1000,True,10000,0.1234
True,full,fix,0.001,50,1000,False,200,0.1254
True,full,fix,0.001,50,1000,False,1000,0.1254
True,full,heuristic,0.001,100,50,False,10000,0.2434
True,full,fix,0.001,50,1000,False,10000,0.1254
True,full,fix,0.001,100,1,True,10,0.1254
True,full,fix,0.001,100,1,True,200,0.5734
True,full,fix,0.001,100,1,True,1000,0.0694
True,full,fix,0.001,100,1,True,10000,0.1234
True,full,fix,0.001,100,1,False,10,0.1254
True,full,fix,0.001,100,1,False,200,0.1254
True,full,fix,0.001,100,1,False,1000,0.1254
True,full,heuristic,0.001,100,100,True,10,0.2434
True,full,fix,0.001,100,4,True,1000,0.0694
True,full,fix,0.001,100,4,True,10000,0.1234
True,full,fix,0.001,100,4,False,10,0.1254
True,full,fix,0.001,100,4,False,200,0.1254
True,full,fix,0.001,100,4,False,1000,0.1254
True,full,fix,0.001,100,4,False,10000,0.1254
True,full,fix,0.001,100,50,True,10,0.1254
True,full,fix,0.001,100,50,True,200,0.5734
True,full,fix,0.001,100,50,True,1000,0.0694
True,full,heuristic,0.001,100,100,True,200,0.2611
True,full,fix,0.001,100,50,True,10000,0.1234
True,full,fix,0.001,100,50,False,10,0.1254
True,full,fix,0.001,100,50,False,200,0.1254
True,full,fix,0.001,100,50,False,1000,0.1254
True,full,fix,0.001,100,50,False,10000,0.1254
True,full,fix,0.001,100,100,True,10,0.1254
True,full,fix,0.001,100,100,True,200,0.5734
True,full,fix,0.001,100,100,True,1000,0.0694
True,full,fix,0.001,100,100,True,10000,0.1234
True,full,fix,0.001,100,100,False,10,0.1254
True,full,heuristic,0.001,100,100,True,1000,0.2446
True,full,fix,0.001,100,100,False,200,0.1254
True,full,fix,0.001,100,100,False,1000,0.1254
True,full,fix,0.001,100,100,False,10000,0.1254
True,full,fix,0.001,100,1000,True,10,0.1254
True,full,fix,0.001,100,1000,True,200,0.5734
True,full,fix,0.001,100,1000,True,1000,0.0694
True,full,fix,0.001,100,1000,False,200,0.1254
True,full,fix,0.001,100,1000,False,1000,0.1254
True,full,heuristic,0.001,100,100,True,10000,0.2437
True,full,fix,0.001,100,1000,False,10000,0.1254
True,full,fix,0.001,1000,1,True,10,0.1254
True,full,fix,0.001,1000,1,True,200,0.5734
True,full,fix,0.001,1000,1,True,1000,0.0694
True,full,fix,0.001,1000,1,True,10000,0.1234
True,full,fix,0.001,1000,1,False,10,0.1254
True,full,fix,0.001,1000,1,False,200,0.1254
True,full,fix,0.001,1000,1,False,1000,0.1254
True,full,fix,0.001,1000,1,False,10000,0.1254
True,full,fix,0.001,1000,4,True,10,0.1254
True,full,heuristic,0.001,100,100,False,10,0.2434
True,full,fix,0.001,1000,4,True,200,0.5734
True,full,fix,0.001,1000,4,True,1000,0.0694
True,full,fix,0.001,1000,4,True,10000,0.1234
True,full,fix,0.001,1000,4,False,1000,0.1254
True,full,fix,0.001,1000,4,False,10000,0.1254
True,full,fix,0.001,1000,50,True,10,0.1254
True,full,fix,0.001,1000,50,True,200,0.5734
True,full,fix,0.001,1000,50,True,1000,0.0694
True,full,heuristic,0.001,100,100,False,200,0.2434
True,full,fix,0.001,1000,50,True,10000,0.1234
True,full,fix,0.001,1000,50,False,10,0.1254
True,full,fix,0.001,1000,50,False,200,0.1254
True,full,fix,0.001,1000,50,False,1000,0.1254
True,full,fix,0.001,1000,100,True,10,0.1254
True,full,fix,0.001,1000,100,True,200,0.5734
True,full,fix,0.001,1000,100,True,1000,0.0694
True,full,fix,0.001,1000,100,True,10000,0.1234
True,full,heuristic,0.001,100,100,False,1000,0.2434
True,full,fix,0.001,1000,100,False,200,0.1254
True,full,fix,0.001,1000,100,False,1000,0.1254
True,full,fix,0.001,1000,100,False,10000,0.1254
True,full,fix,0.001,1000,1000,True,10,0.1254
True,full,fix,0.001,1000,1000,True,200,0.5734
True,full,fix,0.001,1000,1000,True,1000,0.0694
True,full,fix,0.001,1000,1000,True,10000,0.1234
True,full,fix,0.001,1000,1000,False,10,0.1254
True,full,fix,0.001,1000,1000,False,200,0.1254
True,full,fix,0.001,1000,1000,False,1000,0.1254
True,full,heuristic,0.001,100,100,False,10000,0.2434
True,full,fix,0.001,1000,1000,False,10000,0.1254
True,full,fix,0.5,0.001,1,True,10,0.8182
True,full,fix,0.5,0.001,1,True,1000,0.7743
True,full,fix,0.5,0.001,1,True,10000,0.8183
True,full,fix,0.5,0.001,1,False,10,0.8182
True,full,fix,0.5,0.001,1,False,1000,0.8182
True,full,fix,0.5,0.001,4,True,10,0.8182
True,full,heuristic,0.001,100,1000,True,10,0.2434
True,full,fix,0.5,0.001,4,True,200,0.7879
True,full,fix,0.5,0.001,4,True,1000,0.7743
True,full,fix,0.5,0.001,4,True,10000,0.8183
True,full,fix,0.5,0.001,4,False,10000,0.8182
True,full,fix,0.5,0.001,50,True,10,0.8182
True,full,fix,0.5,0.001,50,True,1000,0.7743
True,full,heuristic,0.001,100,1000,True,200,0.2611
True,full,fix,0.5,0.001,50,True,10000,0.8183
True,full,fix,0.5,0.001,100,True,1000,0.7743
True,full,fix,0.5,0.001,100,True,10000,0.8183
True,full,heuristic,0.001,100,1000,True,1000,0.2446
True,full,fix,0.5,0.001,100,False,10000,0.8182
True,full,fix,0.5,0.001,1000,True,10,0.8182
True,full,fix,0.5,0.001,1000,True,1000,0.7743
True,full,fix,0.5,0.001,1000,True,10000,0.8183
True,full,heuristic,0.001,100,1000,True,10000,0.2437
True,full,fix,0.5,0.001,1000,False,10000,0.8182
True,full,fix,0.5,0.5,1,True,10,0.8182
True,full,fix,0.5,0.5,1,True,1000,0.7743
True,full,fix,0.5,0.5,1,True,10000,0.8183
True,full,fix,0.5,0.5,1,False,10000,0.8182
True,full,fix,0.5,0.5,4,True,10,0.8182
True,full,heuristic,0.001,100,1000,False,10,0.2434
True,full,fix,0.5,0.5,4,True,1000,0.7743
True,full,fix,0.5,0.5,4,True,10000,0.8183
True,full,fix,0.5,0.5,50,True,10,0.8182
True,full,fix,0.5,0.5,50,True,200,0.7879
True,full,fix,0.5,0.5,50,True,1000,0.7743
True,full,heuristic,0.001,100,1000,False,200,0.2434
True,full,fix,0.5,0.5,50,True,10000,0.8183
True,full,fix,0.5,0.5,50,False,10000,0.8182
True,full,fix,0.5,0.5,100,True,10,0.8182
True,full,fix,0.5,0.5,100,True,1000,0.7743
True,full,fix,0.5,0.5,100,True,10000,0.8183
True,full,heuristic,0.001,100,1000,False,1000,0.2434
True,full,fix,0.5,0.5,100,False,10000,0.8182
True,full,fix,0.5,0.5,1000,True,10,0.8182
True,full,fix,0.5,0.5,1000,True,1000,0.7743
True,full,fix,0.5,0.5,1000,True,10000,0.8183
True,full,heuristic,0.001,0.001,1,True,200,0.2611
True,full,heuristic,0.001,0.001,50,True,10000,0.2437
True,full,heuristic,0.001,100,1000,False,10000,0.2434
True,full,fix,0.5,5,1,True,200,0.7879
True,full,fix,0.5,5,1,True,1000,0.7743
True,full,fix,0.5,5,1,True,10000,0.8183
True,full,fix,0.5,5,1,False,10,0.8182
True,full,fix,0.5,5,1,False,1000,0.8182
True,full,heuristic,0.001,1000,1,True,10,0.2434
True,full,fix,0.5,5,4,True,200,0.7879
True,full,fix,0.5,5,4,True,1000,0.7743
True,full,fix,0.5,5,4,True,10000,0.8183
True,full,fix,0.5,5,4,False,10000,0.8182
True,full,fix,0.5,5,50,True,10,0.8182
True,full,fix,0.5,5,50,True,1000,0.7743
True,full,heuristic,0.001,1000,1,True,200,0.2611
True,full,fix,0.5,5,50,False,10,0.8182
True,full,fix,0.5,5,100,True,10000,0.8183
True,full,fix,0.5,5,100,False,10,0.8182
True,full,heuristic,0.001,1000,1,True,1000,0.2446
True,full,fix,0.5,5,100,False,200,0.8182
True,full,fix,0.5,5,100,False,10000,0.8182
True,full,fix,0.5,5,1000,True,10,0.8182
True,full,fix,0.5,5,1000,True,1000,0.7743
True,full,fix,0.5,5,1000,True,10000,0.8183
True,full,fix,0.5,5,1000,False,10,0.8182
True,full,fix,0.5,5,1000,False,1000,0.8182
True,full,heuristic,0.001,1000,1,True,10000,0.2437
True,full,fix,0.5,50,1,True,10,0.8182
True,full,fix,0.5,50,1,True,200,0.7879
True,full,fix,0.5,50,1,True,1000,0.7743
True,full,fix,0.5,50,1,True,10000,0.8183
True,full,fix,0.5,50,1,False,10000,0.8182
True,full,fix,0.5,50,4,True,10,0.8182
True,full,heuristic,0.001,1000,1,False,10,0.2434
True,full,fix,0.5,50,4,True,1000,0.7743
True,full,fix,0.5,50,4,True,10000,0.8183
True,full,fix,0.5,50,4,False,10000,0.8182
True,full,fix,0.5,50,50,True,10,0.8182
True,full,fix,0.5,50,50,True,1000,0.7743
True,full,fix,0.5,50,50,True,10000,0.8183
True,full,fix,0.5,50,50,False,10000,0.8182
True,full,fix,0.5,50,100,True,10,0.8182
True,full,fix,0.5,50,100,True,1000,0.7743
True,full,fix,0.5,50,100,True,10000,0.8183
True,full,heuristic,0.001,1000,1,False,1000,0.2434
True,full,fix,0.5,50,1000,True,10,0.8182
True,full,heuristic,0.001,1000,1,False,10000,0.2434
True,full,fix,0.5,100,1,True,200,0.7879
True,full,fix,0.5,100,1,True,1000,0.7743
True,full,fix,0.5,100,1,True,10000,0.8183
True,full,fix,0.5,100,1,False,10000,0.8182
True,full,fix,0.5,100,4,True,10,0.8182
True,full,heuristic,0.001,1000,4,True,10,0.2434
True,full,fix,0.5,100,4,True,1000,0.7743
True,full,fix,0.5,100,4,True,10000,0.8183
True,full,fix,0.5,100,4,False,10000,0.8182
True,full,fix,0.5,100,50,True,10,0.8182
True,full,fix,0.5,100,50,True,1000,0.7743
True,full,heuristic,0.001,0.001,50,False,10,0.2434
True,full,heuristic,0.001,1000,4,True,200,0.2611
True,full,fix,0.5,100,50,True,10000,0.8183
True,full,fix,0.5,100,50,False,10000,0.8182
True,full,fix,0.5,100,100,True,10,0.8182
True,full,fix,0.5,100,100,True,1000,0.7743
True,full,fix,0.5,100,100,True,10000,0.8183
True,full,heuristic,0.001,1000,4,True,1000,0.2446
True,full,fix,0.5,100,100,False,10000,0.8182
True,full,fix,0.5,100,1000,True,10,0.8182
True,full,fix,0.5,100,1000,True,1000,0.7743
True,full,fix,0.5,100,1000,True,10000,0.8183
True,full,heuristic,0.001,1000,4,True,10000,0.2437
True,full,fix,0.5,100,1000,False,10000,0.8182
True,full,fix,0.5,1000,1,True,10,0.8182
True,full,fix,0.5,1000,1,True,200,0.7879
True,full,fix,0.5,1000,1,True,1000,0.7743
True,full,fix,0.5,1000,1,True,10000,0.8183
True,full,fix,0.5,1000,1,False,10,0.8182
True,full,fix,0.5,1000,1,False,1000,0.8182
True,full,fix,0.5,1000,4,True,10,0.8182
True,full,heuristic,0.001,1000,4,False,10,0.2434
True,full,fix,0.5,1000,4,True,200,0.7879
True,full,fix,0.5,1000,4,True,1000,0.7743
True,full,fix,0.5,1000,4,True,10000,0.8183
True,full,fix,0.5,1000,4,False,10,0.8182
True,full,fix,0.5,1000,4,False,10000,0.8182
True,full,fix,0.5,1000,50,True,10,0.8182
True,full,heuristic,0.001,1000,4,False,200,0.2434
True,full,fix,0.5,1000,50,True,10000,0.8183
True,full,fix,0.5,1000,50,False,10,0.8182
True,full,fix,0.5,1000,50,False,1000,0.8182
True,full,fix,0.5,1000,100,True,200,0.7879
True,full,fix,0.5,1000,100,True,1000,0.7743
True,full,fix,0.5,1000,100,True,10000,0.8183
True,full,heuristic,0.001,1000,4,False,1000,0.2434
True,full,fix,0.5,1000,100,False,10000,0.8182
True,full,fix,0.5,1000,1000,True,10,0.8182
True,full,fix,0.5,1000,1000,True,1000,0.7743
True,full,fix,0.5,1000,1000,True,10000,0.8183
True,full,heuristic,0.001,1000,4,False,10000,0.2434
True,full,fix,0.5,1000,1000,False,10000,0.8182
True,full,fix,1,0.001,1,True,10,0.8821
True,full,fix,1,0.001,1,True,1000,0.8849
True,full,fix,1,0.001,1,True,10000,0.8823
True,full,fix,1,0.001,1,False,10000,0.8821
True,full,fix,1,0.001,4,True,10,0.8821
True,full,heuristic,0.001,1000,50,True,10,0.2434
True,full,fix,1,0.001,4,True,200,0.9068
True,full,fix,1,0.001,4,True,1000,0.8849
True,full,fix,1,0.001,4,True,10000,0.8823
True,full,fix,1,0.001,4,False,10,0.8821
True,full,fix,1,0.001,4,False,1000,0.8821
True,full,fix,1,0.001,50,True,10,0.8821
True,full,fix,1,0.001,50,True,200,0.9068
True,full,fix,1,0.001,50,True,1000,0.8849
True,full,heuristic,0.001,1000,50,True,200,0.2611
True,full,fix,1,0.001,50,True,10000,0.8823
True,full,fix,1,0.001,50,False,10000,0.8821
True,full,fix,1,0.001,100,True,10,0.8821
True,full,fix,1,0.001,100,True,1000,0.8849
True,full,fix,1,0.001,100,True,10000,0.8823
True,full,fix,1,0.001,100,False,10,0.8821
True,full,heuristic,0.001,1000,50,True,1000,0.2446
True,full,fix,1,0.001,100,False,1000,0.8821
True,full,fix,1,0.001,1000,True,200,0.9068
True,full,fix,1,0.001,1000,True,1000,0.8849
True,full,fix,1,0.001,1000,True,10000,0.8823
True,full,heuristic,0.001,0.001,50,False,200,0.2434
True,full,heuristic,0.001,1000,50,True,10000,0.2437
True,full,heuristic,0.001,1000,50,False,10,0.2434
True,full,heuristic,0.001,1000,50,False,200,0.2434
True,full,heuristic,0.001,1000,50,False,1000,0.2434
True,full,heuristic,0.001,1000,50,False,10000,0.2434
True,full,heuristic,0.001,1000,100,True,10,0.2434
True,full,heuristic,0.001,1000,100,True,200,0.2611
True,full,heuristic,0.001,1000,100,True,1000,0.2446
True,full,heuristic,0.001,1000,100,True,10000,0.2437
True,full,heuristic,0.001,1000,100,False,10,0.2434
True,full,heuristic,0.001,0.001,50,False,1000,0.2434
True,full,heuristic,0.001,1000,100,False,200,0.2434
True,full,heuristic,0.001,1000,100,False,1000,0.2434
True,full,heuristic,0.001,1000,100,False,10000,0.2434
True,full,heuristic,0.001,1000,1000,True,10,0.2434
True,full,heuristic,0.001,1000,1000,True,1000,0.2446
True,full,heuristic,0.001,1000,1000,False,10,0.2434
True,full,heuristic,0.001,1000,1000,False,200,0.2434
True,full,heuristic,0.001,1000,1000,False,1000,0.2434
True,full,heuristic,0.001,0.001,50,False,10000,0.2434
True,full,heuristic,0.001,1000,1000,False,10000,0.2434
True,full,heuristic,0.5,0.001,1,True,10,0.2434
True,full,heuristic,0.5,0.001,1,True,200,0.2611
True,full,heuristic,0.5,0.001,1,True,1000,0.2446
True,full,heuristic,0.5,0.001,1,True,10000,0.2437
True,full,heuristic,0.5,0.001,1,False,200,0.2434
True,full,heuristic,0.5,0.001,1,False,1000,0.2434
True,full,heuristic,0.5,0.001,1,False,10000,0.2434
True,full,heuristic,0.5,0.001,4,True,10,0.2434
True,full,heuristic,0.001,0.001,100,True,10,0.2434
True,full,heuristic,0.5,0.001,4,True,200,0.2611
True,full,heuristic,0.5,0.001,4,True,1000,0.2446
True,full,heuristic,0.5,0.001,4,True,10000,0.2437
True,full,heuristic,0.5,0.001,4,False,200,0.2434
True,full,heuristic,0.5,0.001,4,False,1000,0.2434
True,full,heuristic,0.5,0.001,4,False,10000,0.2434
True,full,heuristic,0.5,0.001,50,True,10,0.2434
True,full,heuristic,0.5,0.001,50,True,200,0.2611
True,full,heuristic,0.5,0.001,50,True,1000,0.2446
True,full,heuristic,0.001,0.001,100,True,200,0.2611
