FR,TR,Name,REP,START,END,TIM,EN
1200.0,16,13,2,1405165252.889872460,1405165299.695457663,46.805585203,4689.001665
1200.0,16,13,3,1405165300.359577298,1405165341.280203279,40.920625981,4077.446023
1200.0,16,13,4,1405165342.750301147,1405165387.613610286,44.863309139,4460.912401
1200.0,16,13,5,1405165388.277291804,1405165431.731754817,43.454463013,4338.986553
1200.0,16,13,6,1405165432.449525128,1405165474.154517069,41.704991941,4138.763834
1200.0,16,13,7,1405165476.671909333,1405165519.050746230,42.378836897,4215.154883
1200.0,16,13,8,1405165520.519319606,1405165562.963744616,42.444425010,4212.783397
1200.0,8,13,2,1405167938.408969048,1405167983.997040945,45.588071897,4514.734532
1200.0,8,13,3,1405167984.663741469,1405168029.714910831,45.051169362,4473.861659
1200.0,8,13,4,1405168030.421781540,1405168074.417085801,43.995304261,4351.66667
1200.0,8,13,5,1405168076.920450443,1405168122.885742086,45.965291643,4571.152908
1200.0,8,13,6,1405168124.357853203,1405168167.829776221,43.471923018,4298.739306
1200.0,8,13,7,1405168168.496969195,1405168213.120192556,44.623223361,4431.952515
1200.0,8,13,8,1405168214.589101133,1405168258.843108955,44.254007822,4386.806932
1200.0,32,13,2,1405170654.558339806,1405170709.413625188,54.855285382,5500.033774
1200.0,32,13,3,1405170710.884969816,1405170751.780238032,40.895268216,4091.837924
1200.0,32,13,4,1405170752.446414944,1405170794.940189526,42.493774582,4277.106079
1200.0,32,13,5,1405170796.410157217,1405170839.717157250,43.307000033,4377.345464
1200.0,32,13,6,1405170840.427883086,1405170889.316496852,48.888613766,4920.152952
1200.0,32,13,7,1405170890.792720531,1405170933.262137163,42.469416632,4280.077278
1200.0,32,13,8,1405170934.738381805,1405170988.568033892,53.829652087,5396.021843
1200.0,4,13,2,1405173928.729361415,1405173977.388564846,48.659203431,4795.382022
1200.0,4,13,3,1405173978.867921270,1405174026.994828390,48.126907120,4744.964068
1200.0,4,13,4,1405174028.468560839,1405174075.443894266,46.975333427,4619.481873
1200.0,4,13,5,1405174076.914528441,1405174131.881853111,54.967324670,5434.372503
1200.0,4,13,6,1405174132.550222737,1405174183.692915323,51.142692586,5037.604234
1200.0,4,13,7,1405174184.361021579,1405174233.704021292,49.342999713,4868.200531
1200.0,4,13,8,1405174234.374032426,1405174282.250699135,47.876666709,4715.593851
1200.0,2,13,2,1405178478.391332667,1405178538.262697220,59.871364553,5871.271155
1200.0,2,13,3,1405178540.777292613,1405178599.793109222,59.015816609,5777.843753
1200.0,2,13,4,1405178600.461153638,1405178660.001746889,59.540593251,5839.755583
1200.0,2,13,5,1405178660.701300386,1405178717.712245794,57.010945408,5592.323159
1200.0,2,13,6,1405178718.393686964,1405178776.837822808,58.444135844,5715.027701
1200.0,2,13,7,1405178778.313101971,1405178837.245175115,58.932073144,5800.87676
1200.0,2,13,8,1405178838.717905242,1405178892.969592092,54.251686850,5298.608126
1200.0,1,13,2,1405184952.293990662,1405185025.275025280,72.981034618,7024.110906
1200.0,1,13,3,1405185026.751270473,1405185099.412248486,72.660978013,6969.325377
1200.0,1,13,4,1405185100.887830585,1405185172.757815478,71.869984893,6890.729931
1200.0,1,13,5,1405185174.233727289,1405185248.168554355,73.934827066,7102.340528
1200.0,1,13,6,1405185250.646419414,1405185321.747012419,71.100593005,6829.882756
1200.0,1,13,7,1405185322.453918561,1405185404.904236613,82.450318052,7903.086221
1200.0,1,13,8,1405185406.414929398,1405185480.846839665,74.431910267,7171.71456
1300.0,16,13,2,1405189804.353159503,1405189848.588194401,44.235034898,4469.924198
1300.0,16,13,3,1405189851.058287895,1405189889.406527107,38.348239212,3839.144872
1300.0,16,13,4,1405189890.874986213,1405189929.734557079,38.859570866,3903.173409
1300.0,16,13,5,1405189930.396136794,1405189970.482322935,40.086186141,4036.363769
1300.0,16,13,6,1405189972.956587774,1405190012.189428301,39.232840527,3926.464181
1300.0,16,13,7,1405190014.661331966,1405190057.053954646,42.392622680,4269.146135
1300.0,16,13,8,1405190058.584088651,1405190100.925339977,42.341251326,4273.151092
1300.0,8,13,2,1405192296.547447893,1405192341.482528160,44.935080267,4537.435004
1300.0,8,13,3,1405192342.951569656,1405192384.717435509,41.765865853,4174.622464
1300.0,8,13,4,1405192387.224260548,1405192427.610951279,40.386690731,4019.698237
1300.0,8,13,5,1405192428.274361863,1405192468.847062197,40.572700334,4043.358052
1300.0,8,13,6,1405192470.312405560,1405192511.333639767,41.021234207,4093.410382
1300.0,8,13,7,1405192512.801424340,1405192555.459689540,42.658265200,4274.743724
1300.0,8,13,8,1405192556.925762970,1405192599.175249159,42.249486189,4230.134938
1300.0,32,13,2,1405194820.723816936,1405194860.497134398,39.773317462,4041.219348
1300.0,32,13,3,1405194862.967063177,1405194903.079983294,40.112920117,4068.609187
1300.0,32,13,4,1405194904.551068333,1405194943.987928440,39.436860107,4017.150262
1300.0,32,13,5,1405194944.687765070,1405194993.779012300,49.091247230,4974.708627
1300.0,32,13,6,1405194994.444398645,1405195032.914801551,38.470402906,3879.069695
1300.0,32,13,7,1405195034.381652469,1405195084.993965731,50.612313262,5139.093169
1300.0,32,13,8,1405195086.512070312,1405195130.311748714,43.799678402,4453.731538
1300.0,4,13,2,1405197878.551143151,1405197925.860457992,47.309314841,4715.011097
1300.0,4,13,3,1405197926.522724349,1405197972.910631384,46.387907035,4629.607596
1300.0,4,13,4,1405197974.378820677,1405198020.703667635,46.324846958,4605.618974
1300.0,4,13,5,1405198023.176076022,1405198067.962413602,44.786337580,4438.458655
1300.0,4,13,6,1405198068.624783423,1405198113.506659436,44.881876013,4463.307331
1300.0,4,13,7,1405198114.974186131,1405198158.882612595,43.908426464,4357.455772
1300.0,4,13,8,1405198160.352172814,1405198205.691701482,45.339528668,4504.411441
1300.0,2,13,2,1405202144.871699413,1405202207.676348424,62.804649011,6258.418099
1300.0,2,13,3,1405202208.344356356,1405202260.629967366,52.285611010,5145.8734
1300.0,2,13,4,1405202263.117199150,1405202316.384357321,53.267158171,5280.117828
1300.0,2,13,5,1405202318.873988096,1405202371.193675495,52.319687399,5186.531015
1300.0,2,13,6,1405202372.660448022,1405202429.734023617,57.073575595,5608.13907
1300.0,2,13,7,1405202430.409660525,1405202483.300474635,52.890814110,5210.339546
1300.0,2,13,8,1405202484.771580785,1405202539.579178735,54.807597950,5389.863851
1300.0,1,13,2,1405208180.840431794,1405208247.830853605,66.990421811,6464.071963
1300.0,1,13,3,1405208248.496236876,1405208319.196563793,70.700326917,6825.85411
1300.0,1,13,4,1405208320.666994410,1405208387.594117623,66.927123213,6449.442331
1300.0,1,13,5,1405208388.259555450,1405208459.768493357,71.508937907,6940.505182
1300.0,1,13,6,1405208460.434856018,1405208527.887866371,67.453010353,6503.462962
1300.0,1,13,7,1405208528.553324436,1405208595.366979167,66.813654731,6443.484898
1300.0,1,13,8,1405208596.838083847,1405208663.697587988,66.859504141,6441.382371
1400.0,16,13,2,1405212656.664901382,1405212694.396005791,37.731104409,3825.257312
1400.0,16,13,3,1405212696.908115756,1405212737.116936669,40.208820913,4101.606687
1400.0,16,13,4,1405212738.610048793,1405212776.524131087,37.914082294,3868.718429
1400.0,16,13,5,1405212778.995887865,1405212815.922654561,36.926766696,3729.227691
1400.0,16,13,6,1405212816.583140674,1405212856.215951485,39.632810811,4000.358966
1400.0,16,13,7,1405212858.683901350,1405212895.839666337,37.155764987,3764.617582
1400.0,16,13,8,1405212896.500824421,1405212933.688341122,37.187516701,3768.474216
1400.0,8,13,2,1405215016.338009575,1405215054.819182038,38.481172463,3876.674985
1400.0,8,13,3,1405215056.286476490,1405215095.011593269,38.725116779,3898.382992
1400.0,8,13,4,1405215096.477886088,1405215135.183433496,38.705547408,3897.533896
1400.0,8,13,5,1405215136.645992496,1405215174.941860964,38.295868468,3860.185441
1400.0,8,13,6,1405215176.407598710,1405215215.432058191,39.024459481,3935.36484
1400.0,8,13,7,1405215216.895168633,1405215256.943132636,40.047964003,4029.143669
1400.0,8,13,8,1405215258.409410224,1405215297.704958064,39.295547840,3968.485211
1400.0,32,13,2,1405217422.417337954,1405217459.817874183,37.400536229,3838.024095
1400.0,32,13,3,1405217460.518196497,1405217503.235521697,42.717325200,4406.489768
1400.0,32,13,4,1405217504.701802806,1405217544.563860243,39.862057437,4081.852072
1400.0,32,13,5,1405217547.042446643,1405217585.931772261,38.889325618,4042.316642
1400.0,32,13,6,1405217586.590439317,1405217624.134812229,37.544372912,3882.131998
1400.0,32,13,7,1405217624.797168949,1405217662.418923142,37.621754193,3892.756335
1400.0,32,13,8,1405217664.889105667,1405217703.537976233,38.648870566,3990.639045
1400.0,4,13,2,1405220277.030062523,1405220320.023250902,42.993188379,4334.460056
1400.0,4,13,3,1405220320.705671830,1405220364.347261849,43.641590019,4399.121827
1400.0,4,13,4,1405220366.821553391,1405220410.626565729,43.805012338,4417.588851
1400.0,4,13,5,1405220413.095562700,1405220457.475980886,44.380418186,4457.887319
1400.0,4,13,6,1405220458.978357749,1405220501.920593282,42.942235533,4310.788718
1400.0,4,13,7,1405220502.579460825,1405220546.478169778,43.898708953,4402.455747
1400.0,4,13,8,1405220548.960009456,1405220590.944537513,41.984528057,4205.660708
1400.0,2,13,2,1405224269.016122310,1405224320.238033538,51.221911228,5104.432998
1400.0,2,13,3,1405224322.734007466,1405224375.723467675,52.989460209,5296.581963
1400.0,2,13,4,1405224376.400958140,1405224425.543711702,49.142753562,4898.652139
1400.0,2,13,5,1405224427.014853040,1405224479.614360987,52.599507947,5229.213375
1400.0,2,13,6,1405224480.279812945,1405224529.405224656,49.125411711,4895.265538
1400.0,2,13,7,1405224530.869027232,1405224583.728041137,52.859013905,5289.480835
1400.0,2,13,8,1405224584.434021580,1405224636.043559393,51.609537813,5134.462913
1400.0,1,13,2,1405229902.643882193,1405229966.939249509,64.295367316,6246.461246
1400.0,1,13,3,1405229968.405321503,1405230034.665552362,66.260230859,6436.473106
1400.0,1,13,4,1405230037.138860428,1405230100.247054314,63.108193886,6126.191886
1400.0,1,13,5,1405230102.720268108,1405230166.445126362,63.724858254,6190.130039
1400.0,1,13,6,1405230168.917003232,1405230232.118932300,63.201929068,6131.148906
1400.0,1,13,7,1405230234.589956630,1405230297.986356431,63.396399801,6150.474938
1400.0,1,13,8,1405230298.647960780,1405230361.934290766,63.286329986,6138.421516
1600.0,16,13,2,1405234008.744607552,1405234043.164586864,34.419979312,3548.964559
1600.0,16,13,3,1405234044.626295007,1405234080.519648661,35.893353654,3699.657985
1600.0,16,13,4,1405234082.980635990,1405234116.545831385,33.565195395,3455.18509
1600.0,16,13,5,1405234119.009374602,1405234152.667254486,33.657879884,3475.445555
1600.0,16,13,6,1405234155.129807999,1405234188.860300993,33.730492994,3465.688598
1600.0,16,13,7,1405234190.322694334,1405234224.232647134,33.909952800,3519.547028
1600.0,16,13,8,1405234226.694631788,1405234260.036345063,33.341713275,3429.937569
1600.0,8,13,2,1405236132.637725755,1405236168.795054106,36.157328351,3765.93937
1600.0,8,13,3,1405236170.255518533,1405236205.727775009,35.472256476,3654.157434
1600.0,8,13,4,1405236206.380488413,1405236242.733108389,36.352619976,3757.154821
1600.0,8,13,5,1405236244.191264044,1405236279.611024438,35.419760394,3628.787332
1600.0,8,13,6,1405236280.263870639,1405236316.378343714,36.114473075,3732.191253
1600.0,8,13,7,1405236318.841621549,1405236354.830526359,35.988904810,3706.370211
1600.0,8,13,8,1405236356.288518848,1405236393.251808591,36.963289743,3820.015557
1600.0,32,13,2,1405238292.699386051,1405238326.901628025,34.202241974,3579.466069
1600.0,32,13,3,1405238328.384427122,1405238377.839778631,49.455351509,5245.495056
1600.0,32,13,4,1405238378.496682626,1405238412.084400186,33.587717560,3517.487133
1600.0,32,13,5,1405238412.736828782,1405238450.015047184,37.278218402,3893.551616
1600.0,32,13,6,1405238450.670593101,1405238497.318898429,46.648305328,4866.881153
1600.0,32,13,7,1405238498.779602210,1405238535.565886380,36.786284170,3860.09358
1600.0,32,13,8,1405238536.224023757,1405238583.854944881,47.630921124,4960.415963
1600.0,4,13,2,1405240905.006423062,1405240948.060980069,43.054557007,4465.853163
1600.0,4,13,3,1405240948.717775412,1405240990.788604416,42.070829004,4326.291158
1600.0,4,13,4,1405240992.286354940,1405241035.599710133,43.313355193,4485.584392
1600.0,4,13,5,1405241037.070674861,1405241076.163154677,39.092479816,4013.608843
1600.0,4,13,6,1405241078.671662327,1405241119.140561310,40.468898983,4170.063002
1600.0,4,13,7,1405241120.669933891,1405241160.075440526,39.405506635,4048.521818
1600.0,4,13,8,1405241160.728736313,1405241199.692702598,38.963966285,3998.536374
1600.0,2,13,2,1405244500.927401081,1405244548.465330133,47.537929052,4847.532414
1600.0,2,13,3,1405244550.928825903,1405244601.763956238,50.835130335,5182.215026
1600.0,2,13,4,1405244602.420013362,1405244651.652185504,49.232172142,5041.34429
1600.0,2,13,5,1405244652.307230458,1405244700.458802866,48.151572408,4893.208615
1600.0,2,13,6,1405244702.970803928,1405244749.452266897,46.481462969,4726.351414
1600.0,2,13,7,1405244750.912417743,1405244801.767219422,50.854801679,5166.426489
1600.0,2,13,8,1405244802.463228896,1405244851.583721534,49.120492638,4975.408376
1600.0,1,13,2,1405249591.132310936,1405249648.974834435,57.842523499,5716.614769
1600.0,1,13,3,1405249650.475618719,1405249712.749248740,62.273630021,6178.904693
1600.0,1,13,4,1405249715.215313287,1405249775.007197898,59.791884611,5923.539829
1600.0,1,13,5,1405249776.469727381,1405249833.843309860,57.373582479,5675.022852
1600.0,1,13,6,1405249834.498655367,1405249892.104497748,57.605842381,5709.995572
1600.0,1,13,7,1405249892.761573251,1405249958.417295528,65.655722277,6508.126465
1600.0,1,13,8,1405249960.886218396,1405250025.237018499,64.350800103,6383.45495
1700.0,16,13,2,1405253348.935317521,1405253383.432325942,34.497008421,3602.001497
1700.0,16,13,3,1405253384.889899526,1405253418.683381782,33.793482256,3537.011525
1700.0,16,13,4,1405253421.145111982,1405253454.366481002,33.221369020,3475.517766
