FR,TR,Name,REP,START,END,TIM,EN
1200,16,04,2,1405164310.680056696,1405164313.105330983,2.425274287,274.549627
1200,16,04,3,1405164314.570802342,1405164317.512559026,2.941756684,320.928631
1200,16,04,4,1405164318.170061475,1405164321.323940568,3.153879093,349.385761
1200,16,04,5,1405164322.827976822,1405164327.065503856,4.237527034,468.623366
1200,16,04,6,1405164328.529716178,1405164331.643256127,3.113539949,346.548071
1200,16,04,7,1405164332.302923812,1405164335.055601462,2.752677650,303.912686
1200,16,04,8,1405164336.520527550,1405164340.158156890,3.637629340,394.460767
1200,8,04,2,1405166908.822716977,1405166912.890980811,4.068263834,436.355206
1200,8,04,3,1405166914.357195410,1405166918.408514645,4.051319235,437.641568
1200,8,04,4,1405166920.879382854,1405166925.817469083,4.938086229,534.1714
1200,8,04,5,1405166926.478674094,1405166931.305658038,4.826983944,522.527139
1200,8,04,6,1405166932.770163499,1405166937.395281905,4.625118406,503.241279
1200,8,04,7,1405166938.862813315,1405166943.142254843,4.279441528,461.770381
1200,8,04,8,1405166944.605433495,1405166948.443783054,3.838349559,418.686737
1200,32,04,2,1405169572.441756436,1405169576.111754521,3.669998085,403.938913
1200,32,04,3,1405169578.621961047,1405169581.898942988,3.276981941,369.775217
1200,32,04,4,1405169582.600074252,1405169586.244071292,3.643997040,413.471502
1200,32,04,5,1405169588.716885451,1405169592.014789354,3.297903903,380.772314
1200,32,04,6,1405169592.674928247,1405169596.472409278,3.797481031,418.283737
1200,32,04,7,1405169598.942860418,1405169602.497525518,3.554665100,404.402757
1200,32,04,8,1405169605.005299040,1405169608.625474619,3.620175579,421.212287
1200,4,04,2,1405172653.056839431,1405172657.717520278,4.660680847,489.739335
1200,4,04,3,1405172658.380198418,1405172664.448923888,6.068725470,626.300467
1200,4,04,4,1405172666.958451736,1405172674.156194700,7.197742964,745.382718
1200,4,04,5,1405172676.626387647,1405172682.151102293,5.524714646,573.217129
1200,4,04,6,1405172682.812495279,1405172688.418855018,5.606359739,578.394171
1200,4,04,7,1405172690.891377898,1405172697.885420313,6.994042415,720.224033
1200,4,04,8,1405172698.546867772,1405172705.964064340,7.417196568,754.476697
1200,2,04,2,1405176740.300368528,1405176750.349629977,10.049261449,999.568884
1200,2,04,3,1405176752.822558172,1405176763.209023107,10.386464935,1031.72628
1200,2,04,4,1405176764.710341511,1405176774.122917634,9.412576123,935.55513
1200,2,04,5,1405176776.648309380,1405176785.078872674,8.430563294,843.33204
1200,2,04,6,1405176786.569171854,1405176795.529600075,8.960428221,895.793545
1200,2,04,7,1405176796.202087994,1405176804.527895793,8.325807799,829.71674
1200,2,04,8,1405176807.019995759,1405176815.057470030,8.037474271,804.710903
1200,1,04,2,1405182382.842918092,1405182397.410414436,14.567496344,1391.450003
1200,1,04,3,1405182398.914220838,1405182415.046641745,16.132420907,1541.885836
1200,1,04,4,1405182416.516679339,1405182430.271991878,13.755312539,1305.705647
1200,1,04,5,1405182432.782315059,1405182446.592924481,13.810609422,1311.197458
1200,1,04,6,1405182449.073093345,1405182463.349487064,14.276393719,1379.906081
1200,1,04,7,1405182464.822662212,1405182486.027431271,21.204769059,2056.208119
1200,1,04,8,1405182486.723360867,1405182500.736561712,14.013200845,1351.556238
1300,16,04,2,1405188884.432725551,1405188887.204497647,2.771772096,326.348999
1300,16,04,3,1405188888.668318590,1405188891.833585757,3.165267167,365.043851
1300,16,04,4,1405188892.491947131,1405188896.034888358,3.542941227,388.677032
1300,16,04,5,1405188896.692708531,1405188900.376290992,3.683582461,414.638763
1300,16,04,6,1405188902.852591522,1405188906.097549040,3.244957518,367.738958
1300,16,04,7,1405188906.753418615,1405188910.123937059,3.370518444,375.264007
1300,16,04,8,1405188910.823680606,1405188913.896741286,3.073060680,356.535322
1300,8,04,2,1405191330.192334924,1405191333.826902262,3.634567338,395.752323
1300,8,04,3,1405191334.485027724,1405191338.614919287,4.129891563,451.039584
1300,8,04,4,1405191341.117047057,1405191344.706918044,3.589870987,397.158644
1300,8,04,5,1405191347.172497697,1405191351.201512328,4.029014631,445.163362
1300,8,04,6,1405191352.665298654,1405191356.224484546,3.559185892,395.790656
1300,8,04,7,1405191358.692951360,1405191362.527845401,3.834894041,419.370337
1300,8,04,8,1405191364.994033019,1405191368.420884542,3.426851523,375.011896
1300,32,04,2,1405193830.724164705,1405193833.459759278,2.735594573,320.374576
1300,32,04,3,1405193834.926750940,1405193837.923041113,2.996290173,343.84071
1300,32,04,4,1405193838.584796496,1405193841.600614178,3.015817682,348.887875
1300,32,04,5,1405193843.088262244,1405193846.540275988,3.452013744,394.9027
1300,32,04,6,1405193849.006182858,1405193852.066575861,3.060393003,354.367081
1300,32,04,7,1405193852.725422478,1405193855.973083957,3.247661479,371.471041
1300,32,04,8,1405193856.629230753,1405193859.362468572,2.733237819,320.80034
1300,4,04,2,1405196684.782089403,1405196689.454704964,4.672615561,498.258696
1300,4,04,3,1405196690.916103797,1405196696.208205622,5.292101825,561.62044
1300,4,04,4,1405196698.675285342,1405196703.763725350,5.088440008,530.544543
1300,4,04,5,1405196704.460269436,1405196710.579688265,6.119418829,644.119917
1300,4,04,6,1405196713.046755955,1405196717.918092799,4.871336844,515.648863
1300,4,04,7,1405196718.576592131,1405196724.254858789,5.678266658,595.620919
1300,4,04,8,1405196726.721714807,1405196732.732633268,6.010918461,631.6113
1300,2,04,2,1405200500.770046916,1405200509.459231887,8.689184971,874.523808
1300,2,04,3,1405200510.978142610,1405200520.132356311,9.154213701,921.416624
1300,2,04,4,1405200522.622850953,1405200530.802508133,8.179657180,828.549469
1300,2,04,5,1405200532.297384178,1405200539.768255147,7.470870969,756.229136
1300,2,04,6,1405200540.428703947,1405200548.374154214,7.945450267,805.1309
1300,2,04,7,1405200550.841602955,1405200564.236001459,13.394398504,1335.990613
1300,2,04,8,1405200566.704948885,1405200574.990235271,8.285286386,832.652997
1300,1,04,2,1405205770.495450229,1405205788.374638651,17.879188422,1741.913584
1300,1,04,3,1405205790.882569968,1405205804.689282327,13.806712359,1341.667127
1300,1,04,4,1405205807.197542238,1405205822.186828626,14.989286388,1456.533763
1300,1,04,5,1405205824.694732378,1405205837.869161688,13.174429310,1277.563191
1300,1,04,6,1405205838.529018611,1405205851.618433579,13.089414968,1269.345003
1300,1,04,7,1405205853.081908127,1405205866.196350629,13.114442502,1271.644951
1300,1,04,8,1405205868.680623651,1405205882.774097746,14.093474095,1377.151638
1400,16,04,2,1405211796.383549655,1405211799.016292039,2.632742384,302.518655
1400,16,04,3,1405211800.477413408,1405211802.927844166,2.450430758,281.945155
1400,16,04,4,1405211804.388071450,1405211807.283046199,2.894974749,325.742572
1400,16,04,5,1405211808.750495516,1405211813.582806134,4.832310618,571.905701
1400,16,04,6,1405211814.237596196,1405211817.047826864,2.810230668,323.837745
1400,16,04,7,1405211818.544901507,1405211821.779825035,3.234923528,374.759687
1400,16,04,8,1405211822.437495057,1405211824.888213523,2.450718466,282.961579
1400,8,04,2,1405214108.948329514,1405214112.219885062,3.271555548,368.598419
1400,8,04,3,1405214114.684674750,1405214117.918934523,3.234259773,364.00724
1400,8,04,4,1405214118.574205365,1405214122.599542439,4.025337074,451.079231
1400,8,04,5,1405214125.102097698,1405214128.291625113,3.189527415,361.009073
1400,8,04,6,1405214130.756332999,1405214134.485029043,3.728696044,414.238412
1400,8,04,7,1405214136.951874980,1405214140.155382063,3.203507083,361.652235
1400,8,04,8,1405214142.656042745,1405214146.077328755,3.421286010,379.460515
1400,32,04,2,1405216474.969244470,1405216477.406068344,2.436823874,291.396556
1400,32,04,3,1405216478.879965057,1405216481.126897004,2.246931947,258.541367
1400,32,04,4,1405216482.634699570,1405216485.504443813,2.869744243,335.08022
1400,32,04,5,1405216486.210855802,1405216489.231199168,3.020343366,363.581041
1400,32,04,6,1405216490.730811044,1405216493.649532359,2.918721315,346.323803
1400,32,04,7,1405216494.353767135,1405216497.431692111,3.077924976,363.538054
1400,32,04,8,1405216498.900876078,1405216501.454087961,2.553211883,307.280956
1400,4,04,2,1405219150.898723940,1405219155.648165815,4.749441875,510.316804
1400,4,04,3,1405219156.303267584,1405219160.849280506,4.546012922,489.12608
1400,4,04,4,1405219162.309624339,1405219167.470146066,5.160521727,552.197943
1400,4,04,5,1405219168.933593714,1405219173.887897120,4.954303406,529.325521
1400,4,04,6,1405219174.541528085,1405219180.502813222,5.961285137,629.357189
1400,4,04,7,1405219182.968189521,1405219187.639789057,4.671599536,501.23935
1400,4,04,8,1405219188.293005917,1405219193.986078630,5.693072713,613.184015
1400,2,04,2,1405222724.602026299,1405222733.189453607,8.587427308,876.70808
1400,2,04,3,1405222734.693280809,1405222743.429483528,8.736202719,899.620034
1400,2,04,4,1405222744.889425038,1405222756.382647472,11.493222434,1176.194474
1400,2,04,5,1405222758.852897822,1405222767.223388147,8.370490325,860.001928
1400,2,04,6,1405222768.688197330,1405222775.773398746,7.085201416,728.554023
1400,2,04,7,1405222776.430890180,1405222783.214069512,6.783179332,701.666393
1400,2,04,8,1405222784.712122398,1405222793.754260621,9.042138223,909.774437
1400,1,04,2,1405227662.810390441,1405227674.902018284,12.091627843,1181.49821
1400,1,04,3,1405227676.362410419,1405227690.020294491,13.657884072,1339.997858
1400,1,04,4,1405227690.676928619,1405227702.704781984,12.027853365,1177.827273
1400,1,04,5,1405227705.168475724,1405227717.275295649,12.106819925,1179.953811
1400,1,04,6,1405227718.776838125,1405227731.154562962,12.377724837,1215.980507
1400,1,04,7,1405227732.653137885,1405227744.818590951,12.165453066,1185.10208
1400,1,04,8,1405227746.278968418,1405227758.302775031,12.023806613,1171.763855
1600,16,04,2,1405233250.922186538,1405233252.783959354,1.861772816,226.091582
1600,16,04,3,1405233254.239156711,1405233256.161700476,1.922543765,231.067219
1600,16,04,4,1405233258.659451469,1405233260.643379020,1.983927551,240.046411
1600,16,04,5,1405233263.101773163,1405233265.520801668,2.419028505,281.112095
1600,16,04,6,1405233266.977037302,1405233269.252265341,2.275228039,281.417225
1600,16,04,7,1405233270.707196594,1405233272.874598661,2.167402067,256.562189
1600,16,04,8,1405233274.330326881,1405233277.235617145,2.905290264,336.915997
1600,8,04,2,1405235320.493144381,1405235322.833759730,2.340615349,271.742722
1600,8,04,3,1405235324.288116818,1405235327.010006401,2.721889583,313.387414
1600,8,04,4,1405235328.463756293,1405235331.592843033,3.129086740,366.340395
1600,8,04,5,1405235333.045621129,1405235336.396387026,3.350765897,388.228127
1600,8,04,6,1405235338.855666640,1405235341.921716211,3.066049571,357.513127
1600,8,04,7,1405235342.576655453,1405235345.900018758,3.323363305,374.562643
1600,8,04,8,1405235346.555711369,1405235349.509211166,2.953499797,344.861786
1600,32,04,2,1405237436.942100841,1405237439.300165858,2.358065017,304.248235
1600,32,04,3,1405237440.757169391,1405237443.109099979,2.351930588,279.595946
1600,32,04,4,1405237444.562945535,1405237446.836793225,2.273847690,284.514292
1600,32,04,5,1405237448.291261085,1405237450.623536081,2.332274996,291.769192
1600,32,04,6,1405237453.082082874,1405237455.546593722,2.464510848,300.485303
1600,32,04,7,1405237457.000904547,1405237459.370810728,2.369906181,296.977336
1600,32,04,8,1405237460.825079383,1405237463.277365895,2.452286512,295.495366
1600,4,04,2,1405239894.703439211,1405239898.189940108,3.486500897,391.252119
1600,4,04,3,1405239900.686141221,1405239904.588102494,3.901961273,432.682632
1600,4,04,4,1405239907.047486812,1405239911.296723703,4.249236891,469.666036
1600,4,04,5,1405239912.751798952,1405239917.335281655,4.583482703,511.33714
1600,4,04,6,1405239918.792494221,1405239923.706181413,4.913687192,542.764143
1600,4,04,7,1405239924.356297333,1405239928.473331475,4.117034142,459.358262
1600,4,04,8,1405239930.931194091,1405239934.831955859,3.900761768,435.424906
1600,2,04,2,1405243112.543497470,1405243120.057404069,7.513906599,788.776748
1600,2,04,3,1405243120.708682776,1405243131.532857436,10.824174660,1133.268133
1600,2,04,4,1405243132.988240999,1405243139.675050952,6.686809953,706.871367
1600,2,04,5,1405243140.327104882,1405243146.774809459,6.447704577,687.565958
1600,2,04,6,1405243148.230396161,1405243154.314832798,6.084436637,641.127843
1600,2,04,7,1405243156.776511992,1405243162.913851379,6.137339387,651.360245
1600,2,04,8,1405243164.367735959,1405243170.993757114,6.626021155,698.783315
1600,1,04,2,1405247556.663268091,1405247567.490863603,10.827595512,1081.034818
1600,1,04,3,1405247568.984867027,1405247581.292626727,12.307759700,1226.665606
