FR,TIM,EN,DC,TR,Name
1200.0,64520.2,6046.71,2896.76,1,encrypt
1200.0,64556.9,5989.57,2931.49,1,encrypt
1200.0,64549.5,6047.49,2973.33,1,encrypt
1200.0,64602.7,6053.11,2988.76,1,encrypt
1200.0,64590.5,5988.58,2944.23,1,encrypt
1200.0,64624.5,6057.08,2921.18,1,encrypt
1200.0,64498.8,6044.03,2991.58,1,encrypt
1200.0,64709.8,6062.82,2913.71,1,encrypt
1200.0,81188.4,7602.92,3693.93,1,encrypt
1200.0,64479.2,6044.6,2935.71,1,encrypt
1200.0,32463.6,2990.64,1503.76,2,encrypt
1200.0,32432,3201.25,1551.21,2,encrypt
1200.0,32332.1,3038.17,1631.64,2,encrypt
1200.0,32369.8,3182.29,1606.81,2,encrypt
1200.0,32329.3,3193.46,1659.86,2,encrypt
1200.0,32313.7,3069.37,1571.17,2,encrypt
1200.0,32316.3,3150.4,1597.63,2,encrypt
1200.0,32360.8,3197.84,1579.11,2,encrypt
1200.0,32296.2,3188.3,1610.18,2,encrypt
1200.0,32302.7,3178.31,1641.1,2,encrypt
1200.0,16198.3,1678.19,850.166,4,encrypt
1200.0,16317.7,1697.17,868.74,4,encrypt
1200.0,16242.4,1617.7,862.823,4,encrypt
1200.0,16227.7,1679.77,834.074,4,encrypt
1200.0,16240,1687.71,833.417,4,encrypt
1200.0,16217.2,1559.94,896.832,4,encrypt
1200.0,16189,1677.15,898.179,4,encrypt
1200.0,16213.6,1680.96,903.426,4,encrypt
1200.0,16230,1017.21,530.717,4,encrypt
1200.0,16314.1,1545.54,833.713,4,encrypt
1200.0,8139.31,936.142,541.107,8,encrypt
1200.0,10432.2,1194.32,564.723,8,encrypt
1200.0,8142.99,940.161,520.178,8,encrypt
1200.0,8186.59,749.073,397.12,8,encrypt
1200.0,8193.53,941.802,529.173,8,encrypt
1200.0,8236.61,741.194,508.65,8,encrypt
1200.0,8156.68,937.737,522.941,8,encrypt
1200.0,8156.36,936.12,462.342,8,encrypt
1200.0,8149.25,734.096,469.838,8,encrypt
1200.0,8277.86,953.322,457.202,8,encrypt
1200.0,8419.88,859.527,502.542,16,encrypt
1200.0,8062,928.641,508.248,16,encrypt
1200.0,4624.17,475.294,375.088,16,encrypt
